fips_state,fips_st_code,event_year,event_month,event_type,injuries_direct,injuries_indirect,death_direct,death_indirect,event_source,episode_narrative
GEORGIA,13,2013,June,Tornado,2,0,0,0,Public,"A strong upper level low moved northeast out of the southern Rockies into the central U.S. during the night of the 3rd into the day of the 4th.  There wasn't a strong reflection at the surface with this storm.  Strong isentropic lift, coupled with a layer of unstable air aloft, created significant lift across southern Iowa during the late night hours of the 3rd through mid day on the 4th.  The atmosphere was quite warm, so much of the precipitation started out initially as rain or a rain and snow mix.  As the stronger dynamics moved into the area, precipitation rates increased and the rain changed to snow.  Some thunder occurred with the snow, further enhancing snowfall rates.  During the peak of the storm, snowfall rates of 1 to 2 inches per hour occurred with visibility reduced to around 1/4 mile.  Winds during the storm were northeast at 15 to 20 MPH, with some higher gusts.  Blowing snow was not a major problem as the storm was very springlike in nature with surface temperatures remaining near to just above freezing through the event.  The heavy wet snow blanketed west central into parts of southwest and central Iowa.  The heaviest snowfall in the Des Moines CWA was in Cass County near Cumberland with 11.5 inches.  Other heavy amounts included 9.1 inches at the NWS office in Polk County at Johnston, 8 inches in Union County at Creston and in Dallas County near Waukee, 7.8 inches in Dallas County at Adel, and 7 inches in Audubon County near Gray.  The snow caused some travel problems, however with the warm conditions during the snow, and unseasonable warmth prior to the storm, most roads remained wet to slushy except during the period of heaviest snow.  By the evening hours, reports indicated that roads were mainly wet with only scattered slick spots."
DISTRICT OF COLUMBIA,11,2013,June,Thunderstorm Wind,0,0,0,0,NWS Employee,"An upper level storm system moved across the Central Plains, during the evening and overnight hours, of February 4th through 5th, 2012. Rain transitioned over to snow, during the late morning hours of February 4th, in Doniphan and Atchison counties. The transition to snow continued to move southeast through the afternoon and evening hours, reaching extreme east central Kansas by mid evening. The activity quickly diminished and ended in the early morning hours of February 5th, 2012. Snowfall amounts, ranged from a trace along the Interstate 70 corridor, to as much as 2 inches, across  portions of Atchison county."
MARYLAND,24,2013,June,Hail,0,0,0,0,County Official,"An upper level storm system moved across the Central Plains, during the evening and overnight hours, of February 4th through 5th, 2012. Rain transitioned over to snow, during the early morning hours of February 4th, in the extreme northwest corner of Missouri. The transition to snow continued to move southeast through the afternoon and evening hours, reaching west central Missouri by late evening. The activity quickly diminished and ended in the early morning hours of February 5th, 2012. Snowfall amounts, ranged from a trace along the Interstate 70 corridor, to as much as 4 inches, across extreme northern portions of Atchison and Nodaway counties."
FLORIDA,12,2013,June,Thunderstorm Wind,1,0,0,0,Unknown,A narrow band of heavy wet snow impacted portions of northwest Ohio during the morning hours of February 4th as a deepening frontal boundary set up over the area. Snowfall amounts ranged between 2 and 5 inches.
NEBRASKA,31,2013,June,Flash Flood,0,0,0,0,River/Stream Gage,A narrow band of heavy wet snow impacted portions of northern Indiana during the morning hours of February 4th as a deepening frontal boundary set up over the area. Snowfall amounts ranged between 2 and 7 inches.
MISSOURI,29,2013,June,Heavy Rain,0,0,0,0,CoCoRaHS,A very moist and unstable airmass was in place during the early morning hours of February 4th across Northern Louisiana.  A disturbance moved north out of southern Louisiana and resulted in excessive heavy rainfall across portions of North Central and Northeast Louisiana.  These storms produced flash flooding across some parishes as well as strong thunderstorm wind gusts.  This excessive rainfall continued into the late morning hours of February 4th.
ILLINOIS,17,2013,June,Flash Flood,0,0,1,0,RAWS,"A complex of thunderstorms moved out of North Central Texas and into Northeast Texas during the late night hours of February 3rd and predawn hours of February 4th.  These thunderstorms were prolific lightning producers and damage was reported from one of these storms in Franklin County, Texas."
MISSOURI,29,2013,June,Lightning,0,0,0,0,Airplane Pilot,"A large upper level low pressure system moved from the Rocky Mountains onto the plains.  Rain developed ahead of the system and then turned to wet snow during the evening and overnight hours of February 3rd.  Although north winds increased into the 15 to 30 mph range, blowing and drifting was limited to a degree by the wetness of the snow.  However, the wet snow stuck to trees and caused some tree damage and scattered power outages, mainly from west of Lincoln through Lincoln and into the Omaha/Council Bluffs area.  Total snow from the storm was generally 8 to 12 inches with amounts that tapered off to a few inches around Norfolk to Tekamah and 3 to 4 inches from the southeast corner of Nebraska into far southwest Iowa."
LOUISIANA,22,2013,June,Funnel Cloud,0,0,0,0,Storm Chaser,High pressure centered over Western Maryland allowed for mainly clear skies and light winds during the night of the 5th into the early morning hours of the 6th. Radiational cooling allowed for areas of dense fog to develop.
MISSOURI,29,2013,June,Thunderstorm Wind,1,0,0,0,Amateur Radio,"A snowmobiler triggered an avalanche in the mountains of Central Utah. Two people were initially caught in the avalanche, but there was only one fatality."
MISSOURI,29,2013,June,Funnel Cloud,0,0,0,0,AWSS,"Swells from a powerful low far northwest of the islands generated surf of 15 to 25 feet along the north- and west-facing shores of Niihau and Kauai, and along the north-facing shores of Oahu, Molokai, and Maui; 10 to 18 feet along the west-facing shores of Oahu; and 6 to 10 feet along the west-facing shores of the Big Island of Hawaii.  There were no reports of serious injuries or property damage, though lifeguards rendered assistance to numerous swimmers and surfers in the rough water around the island chain. Also, a report from the public indicated sand across Kamehameha Highway near Rock Piles surf break on Oahu."
WISCONSIN,55,2013,June,Heavy Rain,0,0,0,0,Post Office,"A strong monsoonal trough near the Samoan Islands was associated with strong winds and heavy rainfall. This monsoon trough triggered gusty northwest winds, and the Weather Service Office recorded a peak gust of 51 mph on the morning of February 6th. A wind advisory was issued for this event. Trees were uprooted and breadfruit branches were damaged especially along low-lying areas on the Island of Tutuila. Heavy rainfall have caused runoff and landslides. No injuries or fatalities reported."
KANSAS,20,2013,June,Heavy Rain,0,0,0,0,Utility Company,A closed upper low tracked eastward from Utah into Colorado and produced significant snowfall across most of southwest Colorado.
ARIZONA,4,2013,June,Heat,0,0,4,0,Buoy,A closed upper low tracked eastward from Utah into Colorado and produced significant snowfall in the higher elevations of southeast Utah.
TENNESSEE,47,2013,June,Strong Wind,0,0,0,0,SNOTEL,High pressure centered over eastern West Virginia allowed for mainly clear skies and light winds during the night of the 5th into the early morning hours of the 6th. Radiational cooling allowed for areas of dense fog to develop.
KENTUCKY,21,2013,June,Lightning,1,0,0,0,Insurance Company,High pressure centered over central Virginia allowed for mainly clear skies and light winds during the early morning hours of the 6th. Radiational cooling allowed for areas of dense fog to develop.
MISSISSIPPI,28,2013,June,Lightning,0,0,0,0,Coast Guard,"February began with an upper-level trough moving through California. The trough brought gusty winds to the mountain and desert areas, with gusts to 40 mph continuing below the Tehachapi Pass into the evening hours of the 1st. However, it had no effect on the above-normal temperatures across the region, as highs at both |Bakersfield and Fresno were 7 degrees above normal.||An upper-level ridge built into the state behind the trough. With a stable airmass in place, a stratus layer formed over the San Joaquin Valley on February 2nd. A dry northwest flow set up over California, with the central California interior between the departing trough to the east and the ridge to the west. This flow helped dissipate the stratus as the day progressed, with the last vestiges of the stratus lingering over the east side of the San Joaquin Valley and the adjacent foothills.||The ridge remained over California through February 6th, and then it gave way to an approaching upper-level trough. Patchy fog developed over Merced and Madera Counties during the morning of the 3rd; otherwise mostly clear skies prevailed across the region. Overnight temperatures fell into the 30s under the clear skies, but highs in the central and southern San Joaquin Valley warmed into the mid 60s to mid 70s each day from the 3rd through the 5th.||The upper-level trough moved into the central California interior on February 6th. Temperatures over the northern parts of the region cooled, but the south end of the San Joaquin Valley warmed into the mid 70s in strong pre-frontal warming. Strong southeast winds funneled through the passes of the Tehachapi Mountains into the far south end of the Valley, spreading as far north as Bakersfield. Winds gusted to 73 mph at Grapevine Peak on the 6th, and to 45 mph at Meadows Field. A dust storm was created near Lamont by the gusty winds with near-zero visibility. Gusts between 35-45 mph continued over the central and southern San Joaquin Valley continued on February 7th, and sustained wind speeds of 53 mph near Pine Mountain Club in the Tehachapi Mountains.||On the afternoon of the 6th, strong winds in the Bakersfield area caused blowing dust. Winds estimated around 35 mph at around 545 pm caused blowing dust and a school bus and big rig collided at Fairfax Road and Panorama Boulevard in Bakersfield due to blowing dust.||On the morning of the 7th, strong winds knocked down power poles in both the Fresno and Bakersfield areas. ||Clouds associated with the trough spread over the San Joaquin Valley on the 7th and kept night-time temperatures mild. Both Bakersfield and Fresno set record high minimum temperatures for the date of 53 degrees, with the low at Meadows Field occurring only 25 minutes before midnight."
